ophys_session_id,date_of_acquisition,rig_id,rig_name,screen_center_x_mm,screen_center_y_mm,screen_center_z_mm
610489749,3/31/15 19:00,480119305,CAM2P.1,170,0,0
610489756,3/31/15 19:00,480119305,CAM2P.1,170,0,0
610489763,4/3/15 19:00,480119305,CAM2P.1,170,0,0
610489770,4/3/15 19:00,480119305,CAM2P.1,170,0,0
610489777,4/4/15 19:00,480119305,CAM2P.1,170,0,0
610489784,4/4/15 19:00,480119305,CAM2P.1,170,0,0
610489791,4/7/15 19:00,480119305,CAM2P.1,170,0,0
610489798,4/10/15 19:00,480119307,CAM2P.2,170,0,0
610489805,4/10/15 19:00,480119307,CAM2P.2,170,0,0
610489812,4/12/15 19:00,480119307,CAM2P.2,170,0,0
610489819,4/12/15 19:00,480119307,CAM2P.2,170,0,0
610489826,4/14/15 19:00,480119307,CAM2P.2,170,0,0
610489833,4/14/15 19:00,480119307,CAM2P.2,170,0,0
610489840,4/15/15 19:00,480119305,CAM2P.1,170,0,0
610489847,4/15/15 19:00,480119307,CAM2P.2,170,0,0
610489854,4/15/15 19:00,480119307,CAM2P.2,170,0,0
610489861,4/21/15 19:00,480119307,CAM2P.2,170,0,0
610489868,4/21/15 19:00,480119307,CAM2P.2,170,0,0
610489875,4/21/15 19:00,480119307,CAM2P.2,170,0,0
610489882,4/21/15 19:00,480119307,CAM2P.2,170,0,0
610489889,4/22/15 19:00,480119307,CAM2P.2,170,0,0
610489896,4/22/15 19:00,480119307,CAM2P.2,170,0,0
610489903,4/23/15 19:00,480119307,CAM2P.2,170,0,0
610489910,4/23/15 19:00,480119307,CAM2P.2,170,0,0
610489917,4/23/15 19:00,480119305,CAM2P.1,170,0,0
610489924,4/24/15 19:00,480119305,CAM2P.1,170,0,0
610489931,4/24/15 19:00,480119305,CAM2P.1,170,0,0
610489938,4/24/15 19:00,480119305,CAM2P.1,170,0,0
610489945,4/28/15 19:00,480119305,CAM2P.1,170,0,0
610489952,4/28/15 19:00,480119305,CAM2P.1,170,0,0
610489959,4/28/15 19:00,480119305,CAM2P.1,170,0,0
610489966,4/30/15 19:00,480119307,CAM2P.2,170,0,0
610489973,4/30/15 19:00,480119307,CAM2P.2,170,0,0
610489980,5/4/15 19:00,480119305,CAM2P.1,170,0,0
610489987,5/4/15 19:00,480119305,CAM2P.1,170,0,0
610489994,5/6/15 19:00,480119305,CAM2P.1,170,0,0
610490001,5/13/15 19:00,480119305,CAM2P.1,170,0,0
610490008,5/13/15 19:00,480119305,CAM2P.1,170,0,0
610490015,5/14/15 19:00,480119305,CAM2P.1,170,0,0
610490022,5/14/15 19:00,480119305,CAM2P.1,170,0,0
610490029,5/19/15 19:00,480119305,CAM2P.1,170,0,0
610490036,6/10/15 19:00,480119305,CAM2P.1,170,0,0
610490043,6/10/15 19:00,480119305,CAM2P.1,170,0,0
610490064,6/10/15 19:00,480119305,CAM2P.1,170,0,0
610490050,6/11/15 19:00,480119305,CAM2P.1,170,0,0
610490057,6/11/15 19:00,480119305,CAM2P.1,170,0,0
610490071,6/16/15 19:00,480119305,CAM2P.1,170,0,0
610490078,6/16/15 19:00,480119305,CAM2P.1,170,0,0
610490085,6/17/15 19:00,480119305,CAM2P.1,170,0,0
610490092,6/17/15 19:00,480119305,CAM2P.1,170,0,0
610490099,6/18/15 19:00,480119307,CAM2P.2,170,0,0
610490106,6/18/15 19:00,480119307,CAM2P.2,170,0,0
610490113,6/22/15 19:00,480119305,CAM2P.1,170,0,0
610490120,6/22/15 19:00,480119307,CAM2P.2,170,0,0
610490127,6/22/15 19:00,480119307,CAM2P.2,170,0,0
610490134,6/23/15 19:00,480119307,CAM2P.2,170,0,0
610490141,6/23/15 19:00,480119307,CAM2P.2,170,0,0
610490148,6/24/15 19:00,480119307,CAM2P.2,170,0,0
610490155,6/25/15 19:00,480119307,CAM2P.2,170,0,0
610490162,6/25/15 19:00,480119307,CAM2P.2,170,0,0
610490169,6/26/15 19:00,480119307,CAM2P.2,170,0,0
610490176,6/26/15 19:00,480119307,CAM2P.2,170,0,0
610490183,6/29/15 19:00,480119307,CAM2P.2,170,0,0
610490190,6/30/15 19:00,480119307,CAM2P.2,170,0,0
610490197,6/30/15 19:00,480119307,CAM2P.2,170,0,0
610490204,7/1/15 19:00,480119307,CAM2P.2,170,0,0
610490211,7/1/15 19:00,480119305,CAM2P.1,170,0,0
610490218,7/1/15 19:00,480119305,CAM2P.1,170,0,0
610490225,7/2/15 19:00,480119305,CAM2P.1,170,0,0
610490232,7/2/15 19:00,480119305,CAM2P.1,170,0,0
610490491,7/3/15 19:00,480119307,CAM2P.2,170,0,0
610490239,7/7/15 19:00,480119307,CAM2P.2,170,0,0
610490246,7/7/15 19:00,480119307,CAM2P.2,170,0,0
610490260,7/9/15 19:00,480119305,CAM2P.1,170,0,0
610490267,7/15/15 19:00,480119305,CAM2P.1,170,0,0
610490274,7/15/15 19:00,480119305,CAM2P.1,170,0,0
610490281,7/15/15 19:00,480119305,CAM2P.1,170,0,0
610490288,7/15/15 19:00,480119305,CAM2P.1,170,0,0
610490295,7/16/15 19:00,480119305,CAM2P.1,170,0,0
610490302,7/16/15 19:00,480119305,CAM2P.1,170,0,0
610490309,7/16/15 19:00,480119305,CAM2P.1,170,0,0
610490316,7/16/15 19:00,480119305,CAM2P.1,170,0,0
610490253,7/8/15 19:00,480119307,CAM2P.2,170,0,0
610490323,7/20/15 19:00,480119307,CAM2P.2,170,0,0
610490337,56:43.4,480119305,CAM2P.1,170,0,0
610490344,7/22/15 19:00,480119305,CAM2P.1,170,0,0
610490330,7/20/15 19:00,480119307,CAM2P.2,170,0,0
610490358,7/22/15 19:00,480119305,CAM2P.1,170,0,0
610490372,15:50.2,480119305,CAM2P.1,170,0,0
610490365,7/24/15 19:00,480119305,CAM2P.1,170,0,0
610490379,7/28/15 19:00,480119305,CAM2P.1,170,0,0
610490386,7/28/15 19:00,480119305,CAM2P.1,170,0,0
610490393,7/28/15 19:00,480119305,CAM2P.1,170,0,0
610490351,36:55.3,480119307,CAM2P.2,170,0,0
610490407,7/29/15 19:00,480119305,CAM2P.1,170,0,0
610490400,7/28/15 19:00,480119307,CAM2P.2,170,0,0
610490414,7/28/15 19:00,480119307,CAM2P.2,170,0,0
610490428,7/29/15 19:00,480119305,CAM2P.1,170,0,0
610490435,7/29/15 19:00,480119305,CAM2P.1,170,0,0
610490442,7/29/15 19:00,480119305,CAM2P.1,170,0,0
610490449,7/30/15 19:00,480119305,CAM2P.1,170,0,0
610490456,7/30/15 19:00,480119305,CAM2P.1,170,0,0
610490463,7/30/15 19:00,480119305,CAM2P.1,170,0,0
610490421,7/28/15 19:00,480119307,CAM2P.2,170,0,0
610490477,7/30/15 19:00,480119305,CAM2P.1,170,0,0
610490484,7/30/15 19:00,480119305,CAM2P.1,170,0,0
610490470,7/30/15 19:00,480119307,CAM2P.2,170,0,0
610490498,7/30/15 19:00,480119305,CAM2P.1,170,0,0
610490505,8/3/15 19:00,480119305,CAM2P.1,170,0,0
610490512,8/3/15 19:00,480119305,CAM2P.1,170,0,0
610490519,8/3/15 19:00,480119305,CAM2P.1,170,0,0
610490526,8/3/15 19:00,480119305,CAM2P.1,170,0,0
610490533,8/3/15 19:00,480119305,CAM2P.1,170,0,0
610490540,8/4/15 19:00,480119307,CAM2P.2,170,0,0
610490547,8/4/15 19:00,480119305,CAM2P.1,170,0,0
610490554,8/4/15 19:00,480119307,CAM2P.2,170,0,0
610490561,8/4/15 19:00,480119305,CAM2P.1,170,0,0
610490568,8/4/15 19:00,480119307,CAM2P.2,170,0,0
610490575,8/4/15 19:00,480119305,CAM2P.1,170,0,0
610490582,8/5/15 19:00,480119305,CAM2P.1,170,0,0
610490589,8/5/15 19:00,480119305,CAM2P.1,170,0,0
610490596,8/5/15 19:00,480119305,CAM2P.1,170,0,0
610490603,8/5/15 19:00,480119305,CAM2P.1,170,0,0
610490610,8/5/15 19:00,480119305,CAM2P.1,170,0,0
610490617,8/5/15 19:00,480119305,CAM2P.1,170,0,0
610490624,8/6/15 19:00,480119305,CAM2P.1,170,0,0
610490631,8/6/15 19:00,480119305,CAM2P.1,170,0,0
610490638,8/6/15 19:00,480119305,CAM2P.1,170,0,0
610490645,8/6/15 19:00,480119305,CAM2P.1,170,0,0
610490652,23:22.7,480119307,CAM2P.2,170,0,0
610490659,8/7/15 19:00,480119307,CAM2P.2,170,0,0
610490666,8/7/15 19:00,480119307,CAM2P.2,170,0,0
610490680,34:05.5,480119307,CAM2P.2,170,0,0
610490687,8/18/15 19:00,480119307,CAM2P.2,170,0,0
610490694,8/18/15 19:00,480119307,CAM2P.2,170,0,0
610490701,8/18/15 19:00,480119307,CAM2P.2,170,0,0
610490708,8/19/15 19:00,480119307,CAM2P.2,170,0,0
610490715,8/19/15 19:00,480119307,CAM2P.2,170,0,0
610490722,8/19/15 19:00,480119307,CAM2P.2,170,0,0
610490729,8/20/15 19:00,480119307,CAM2P.2,170,0,0
610490736,8/20/15 19:00,480119307,CAM2P.2,170,0,0
610490743,8/20/15 19:00,480119307,CAM2P.2,170,0,0
610490750,33:36.0,480119307,CAM2P.2,170,0,0
610490757,8/24/15 19:00,480119307,CAM2P.2,170,0,0
610490764,8/24/15 19:00,480119307,CAM2P.2,170,0,0
610490771,8/24/15 19:00,480119307,CAM2P.2,170,0,0
610490778,8/24/15 19:00,480119307,CAM2P.2,170,0,0
610490785,8/24/15 19:00,480119307,CAM2P.2,170,0,0
610490792,8/25/15 19:00,480119307,CAM2P.2,170,0,0
610490799,8/25/15 19:00,480119307,CAM2P.2,170,0,0
610490806,8/25/15 19:00,480119307,CAM2P.2,170,0,0
610490813,8/26/15 19:00,480119307,CAM2P.2,170,0,0
610490820,8/26/15 19:00,480119307,CAM2P.2,170,0,0
610490827,8/26/15 19:00,480119307,CAM2P.2,170,0,0
610490834,8/26/15 19:00,480119307,CAM2P.2,170,0,0
610490841,8/27/15 19:00,480119307,CAM2P.2,170,0,0
610490848,8/27/15 19:00,480119307,CAM2P.2,170,0,0
610490855,8/27/15 19:00,480119307,CAM2P.2,170,0,0
610490862,8/27/15 19:00,480119307,CAM2P.2,170,0,0
610490869,8/27/15 19:00,480119307,CAM2P.2,170,0,0
610490876,8/28/15 19:00,480119307,CAM2P.2,170,0,0
610490883,8/28/15 19:00,480119307,CAM2P.2,170,0,0
610490890,8/28/15 19:00,480119307,CAM2P.2,170,0,0
610490897,17:38.6,480119307,CAM2P.2,170,0,0
610490904,9/2/15 19:00,480119307,CAM2P.2,170,0,0
610490918,9/2/15 19:00,480119307,CAM2P.2,170,0,0
610490925,9/3/15 19:00,480119307,CAM2P.2,170,0,0
610490932,9/4/15 19:00,480119307,CAM2P.2,170,0,0
610490939,9/4/15 19:00,480119307,CAM2P.2,170,0,0
610490946,9/7/15 19:00,480119307,CAM2P.2,170,0,0
610490953,9/8/15 19:00,480119307,CAM2P.2,170,0,0
610490960,9/8/15 19:00,480119307,CAM2P.2,170,0,0
610490967,9/9/15 19:00,480119307,CAM2P.2,170,0,0
610490974,9/9/15 19:00,480119307,CAM2P.2,170,0,0
610490981,9/9/15 19:00,480119307,CAM2P.2,170,0,0
610490988,9/9/15 19:00,480119307,CAM2P.2,170,0,0
610490995,9/10/15 19:00,480119307,CAM2P.2,170,0,0
610491002,9/10/15 19:00,480119307,CAM2P.2,170,0,0
610491009,9/10/15 19:00,480119307,CAM2P.2,170,0,0
610491016,9/10/15 19:00,480119307,CAM2P.2,170,0,0
610491023,9/11/15 19:00,480119307,CAM2P.2,170,0,0
610491030,9/11/15 19:00,480119307,CAM2P.2,170,0,0
610491037,9/11/15 19:00,480119307,CAM2P.2,170,0,0
610491044,9/11/15 19:00,480119307,CAM2P.2,170,0,0
610491051,9/11/15 19:00,480119307,CAM2P.2,170,0,0
610491058,9/11/15 19:00,480119307,CAM2P.2,170,0,0
610491065,9/14/15 19:00,480119307,CAM2P.2,170,0,0
610491072,9/14/15 19:00,480119307,CAM2P.2,170,0,0
610491079,9/15/15 19:00,480119307,CAM2P.2,170,0,0
610491093,9/17/15 19:00,480119307,CAM2P.2,170,0,0
610491100,9/17/15 19:00,480119307,CAM2P.2,170,0,0
610491086,9/15/15 19:00,480119305,CAM2P.1,170,0,0
610491107,9/17/15 19:00,480119307,CAM2P.2,170,0,0
610491149,16:39.4,480119307,CAM2P.2,170,0,0
610491156,50:23.6,480119307,CAM2P.2,170,0,0
610491114,9/21/15 19:00,480119305,CAM2P.1,170,0,0
610491121,11/4/15 20:00,480119305,CAM2P.1,170,0,0
610491128,11/4/15 20:00,480119305,CAM2P.1,170,0,0
610491135,11/5/15 20:00,480119305,CAM2P.1,170,0,0
610491142,11/5/15 20:00,480119305,CAM2P.1,170,0,0
610491163,31:06.2,480119307,CAM2P.2,170,0,0
610491170,29:15.3,480119307,CAM2P.2,170,0,0
610491177,07:08.2,480119307,CAM2P.2,170,0,0
610491184,28:30.9,480119307,CAM2P.2,170,0,0
610491191,12:19.2,480119307,CAM2P.2,170,0,0
610491198,03:23.6,480119307,CAM2P.2,170,0,0
610491205,24:32.0,480119307,CAM2P.2,170,0,0
610491212,02:45.2,480119307,CAM2P.2,170,0,0
610491219,00:50.8,480119307,CAM2P.2,170,0,0
610491226,10:12.4,480119307,CAM2P.2,170,0,0
610491233,25:13.8,480119307,CAM2P.2,170,0,0
610491240,09:25.4,480119307,CAM2P.2,170,0,0
610491247,35:06.7,480119307,CAM2P.2,170,0,0
610491254,37:25.1,480119307,CAM2P.2,170,0,0
610491261,22:11.1,480119307,CAM2P.2,170,0,0
610491268,47:15.4,480119307,CAM2P.2,170,0,0
610491275,57:51.5,480119307,CAM2P.2,170,0,0
610491282,31:22.8,480119307,CAM2P.2,170,0,0
610491289,33:42.0,480119307,CAM2P.2,170,0,0
610491296,15:45.5,480119307,CAM2P.2,170,0,0
610491303,23:20.1,480119307,CAM2P.2,170,0,0
610491317,49:38.7,480119307,CAM2P.2,170,0,0
610491345,24:02.0,480119307,CAM2P.2,170,0,0
610491310,11:25.0,480119305,CAM2P.1,170,0,0
610491359,19:06.0,480119307,CAM2P.2,170,0,0
610491324,03:15.4,480119305,CAM2P.1,170,0,0
610491331,08:10.9,480119305,CAM2P.1,170,0,0
610491338,50:19.0,480119305,CAM2P.1,170,0,0
610491366,46:30.4,480119307,CAM2P.2,170,0,0
610491352,39:21.2,480119305,CAM2P.1,170,0,0
610491380,51:31.0,480119307,CAM2P.2,170,0,0
610491387,19:45.0,480119307,CAM2P.2,170,0,0
610491373,53:11.4,480119305,CAM2P.1,170,0,0
610491394,54:39.3,480119307,CAM2P.2,170,0,0
610491408,27:05.8,480119307,CAM2P.2,170,0,0
610491436,47:05.1,480119307,CAM2P.2,170,0,0
610491401,06:18.4,480119305,CAM2P.1,170,0,0
610491464,15:19.3,480119307,CAM2P.2,170,0,0
610491415,07:32.9,480119305,CAM2P.1,170,0,0
